Id,OrderAt,StoreId,UserId
4a433e6e-8226-4e9a-baac-00794f914fe3,2023-04-10 13:53:04,9c0de097-0ee6-4c05-8448-dbc2ff91b0a5,8b65daa1-e2c1-4ce7-b43f-939f46ff4018
350d7949-29e7-4428-90d2-14348bbdeae6,2024-02-18 11:30:23,280d7088-9aef-4476-bfb3-10e819f6a002,3520b4b2-9510-4871-82c9-be8c24714f1e
86e6db01-fb5a-4140-a4c2-6ad427904ce7,2023-06-06 17:59:14,de654159-2904-43b9-b32c-317c828554cc,9d76a9a0-c387-4d71-8d20-372272631f10
edfca762-92b5-4414-baa4-8c69841b6b37,2024-01-14 11:08:33,f0dfb63c-cc93-4e55-a506-62de8e1e3fa9,59bf33b4-8c4d-4710-9d1f-c6cab90c87aa
32c8badf-94d6-4fe9-a5b2-8e2e482f91ef,2024-05-12 23:33:52,f715e100-d3a3-47ca-b2f8-44dac1c9a455,efb6640e-b7a1-4916-9326-8cb7dd5f1a5a
953d1478-6ecd-4596-88a8-28c10c8d3f51,2023-09-15 20:35:51,7052e444-0cd0-4397-bf24-81d710685dc4,56355df6-e550-45e4-ac5c-f857c55da60e
d5b4a2e0-8bfc-42eb-9aa2-91a020d26d56,2023-02-08 13:42:08,979912d3-0959-47f6-b766-69c2bde9ddde,1c631d4f-acf9-49a2-bded-0bb060f671a4
05ceb9d4-762d-4052-a612-dd73cdaab9e0,2023-07-14 00:56:45,9eb354c9-3876-4826-9edd-2f100e537c99,03493c29-2970-48de-8b66-164bcf6888c0
b5497344-db3c-4c1e-8912-0e02ada78b03,2023-01-01 20:18:41,f576f86f-a3a2-4b9b-82c0-ff340f014439,e5ac3dc4-160e-470c-ad44-8d22eb415e82
1b2fc2e6-19e6-491f-b0b6-118dc05ae275,2023-12-15 15:08:24,24a02320-9196-4b00-bd9f-fb7b2721b886,bb592b80-ed3e-41f9-afb8-7ea99ceb0f71
aa53a8b9-7dd3-465f-98f7-e22d0fff8f39,2024-01-08 00:34:03,4048eef9-8f28-4d0a-9ee6-7a3ec404ba01,38a6615d-7e03-4baf-8f2c-83e6510210f6
8f39c7a0-c29c-4ce3-847e-05c40ba822af,2024-03-26 23:03:49,f0dfb63c-cc93-4e55-a506-62de8e1e3fa9,9a1c323f-7d5f-46dd-902e-b6783160a243
3e576e61-704a-4b26-a03c-ddab6f981bb9,2024-02-20 21:37:23,661e1ec9-8fb5-4fdf-b9de-915aed285e29,eae40aea-60de-43dc-862c-3df57fad0e5b
3e14a96f-cb62-4658-8e11-3223ce6b17f2,2023-07-31 16:21:26,9eb354c9-3876-4826-9edd-2f100e537c99,1a8f86dc-b9be-45ec-a62f-365ee204d26e
7dc0cf83-185c-4fb9-94cb-20bfc062e388,2024-05-15 06:47:09,9c124e39-e973-4176-a7bd-ed7f9710f2dd,7513a233-ed75-45d7-82ee-a65993030def
d0fce4e7-3cef-4475-ac53-9753b1ba3e96,2023-07-18 02:15:45,9c124e39-e973-4176-a7bd-ed7f9710f2dd,7005a0ac-91c8-401a-97ed-bfa785121699
e90899d1-5946-460a-8679-0bdda79a6fe4,2023-10-20 01:49:45,a9fbcad0-1857-4b9e-9d6a-747b80341f04,4b16119d-4511-4c13-aab4-41306653f29c
65ffd917-4f6c-4687-86da-48af5a6009b2,2024-01-09 10:13:23,ebbc20e0-fb1a-49f0-86c5-dd5ab3cb870c,ec414740-1b2a-4bdf-8394-5b244c2bc0c2
8513498e-d42d-4676-94ca-50a8d7b9497e,2023-11-03 05:36:32,e0c28edd-8a0c-4ea3-8b56-c932404fa5ef,1f99b964-c8ad-4117-8705-da20dd808dd5
9253e372-b1f9-4af3-941f-a7c29f316d3d,2024-02-10 15:23:18,a34202b0-b13e-42bd-ac13-5cfac8d5f11b,f127f916-dc00-4be3-b331-8f784e483e8c
43e1eeec-5b13-465e-af4e-926029a78667,2024-05-17 09:25:35,8be03dde-2b7c-4e63-97b9-7af93b700d46,a8c58e89-4e7d-472f-8c41-f2f2a57adaaa
ce725166-d4e9-418b-b41b-cfba3040df62,2023-10-21 08:56:01,5d386991-8be0-434d-beca-b608601d3b29,318edae4-3393-402e-ad21-006faca41d5a
5ed2dc53-9df1-40d1-a81c-af77e4cf9657,2023-05-15 04:09:31,89fea0c3-47c9-4d50-8f2a-a3fea25cb7c3,13939a87-c03a-48d0-9e43-84a28a1c3192
f0bb36c4-c452-4aa4-ac37-b96519a6d6a9,2023-04-22 18:05:49,18128e66-294d-4a6e-9c9e-efd89d03cf31,03493c29-2970-48de-8b66-164bcf6888c0
